cell_id,elevation,slope,population,rainfall,poverty_rate,vulnerable_pop_ratio,dist_road_m,dist_health_m,geometry_wkt
WAY_HEX_0163,750.0,11.531311528976655,0,338.9,0.34,0.25,337.6,400.2,"MULTIPOLYGON (((76.091987 11.658288, 76.080979 11.65833, 76.075511 11.667747, 76.081052 11.677123, 76.09206 11.677082, 76.097528 11.667664, 76.091987 11.658288)))"
WAY_HEX_0164,750.0,10.912510278544048,280,339.6,0.18,0.28,790.8,430.2,"MULTIPOLYGON (((76.12501 11.658161, 76.114002 11.658204, 76.108536 11.667622, 76.114077 11.676997, 76.125086 11.676954, 76.130552 11.667536, 76.12501 11.658161)))"
WAY_HEX_0165,750.0,8.753636146005274,630,359.8,0.14,0.28,491.5,692.5,"MULTIPOLYGON (((76.075511 11.667747, 76.064503 11.667788, 76.059035 11.677206, 76.064575 11.686582, 76.075584 11.686541, 76.081052 11.677123, 76.075511 11.667747)))"
WAY_HEX_0166,750.0,10.990069783374494,0,340.1,0.2,0.25,360.3,344.4,"MULTIPOLYGON (((76.108536 11.667622, 76.097528 11.667664, 76.09206 11.677082, 76.097602 11.686457, 76.10861 11.686415, 76.114077 11.676997, 76.108536 11.667622)))"
WAY_HEX_0167,750.0,6.473439149816173,0,334.6,0.14,0.2,561.1,597.1,"MULTIPOLYGON (((76.09206 11.677082, 76.081052 11.677123, 76.075584 11.686541, 76.081125 11.695917, 76.092134 11.695875, 76.097602 11.686457, 76.09206 11.677082)))"
WAY_HEX_0168,750.0,5.875253700740071,0,327.8,0.35,0.25,434.9,952.3,"MULTIPOLYGON (((76.125086 11.676954, 76.114077 11.676997, 76.10861 11.686415, 76.114152 11.69579, 76.125161 11.695747, 76.130628 11.686329, 76.125086 11.676954)))"
WAY_HEX_0169,750.0,7.357344131888077,0,325.6,0.14,0.25,480.7,905.0,"MULTIPOLYGON (((76.141636 11.686286, 76.130628 11.686329, 76.125161 11.695747, 76.130704 11.705122, 76.141714 11.705079, 76.147179 11.69566, 76.141636 11.686286)))"
WAY_HEX_0170,750.0,6.560085213110133,0,349.2,0.35,0.32,613.4,466.4,"MULTIPOLYGON (((76.10861 11.686415, 76.097602 11.686457, 76.092134 11.695875, 76.097676 11.705251, 76.108685 11.705208, 76.114152 11.69579, 76.10861 11.686415)))"
WAY_HEX_0171,750.0,10.48052562089297,0,343.4,0.35,0.27,388.7,1275.8,"MULTIPOLYGON (((76.125161 11.695747, 76.114152 11.69579, 76.108685 11.705208, 76.114228 11.714584, 76.125237 11.71454, 76.130704 11.705122, 76.125161 11.695747)))"
WAY_HEX_0172,750.0,5.763203594919852,845,352.0,0.3,0.36,352.5,1623.9,"MULTIPOLYGON (((76.092134 11.695875, 76.081125 11.695917, 76.075656 11.705334, 76.081198 11.71471, 76.092208 11.714668, 76.097676 11.705251, 76.092134 11.695875)))"
WAY_HEX_0173,750.0,8.002686214396263,150,407.3,0.19,0.21,97.6,954.0,"MULTIPOLYGON (((75.992982 11.677441, 75.981973 11.677479, 75.976502 11.686895, 75.98204 11.696273, 75.993049 11.696235, 75.99852 11.686819, 75.992982 11.677441)))"
WAY_HEX_0174,750.0,9.713989733160286,0,401.1,0.19,0.22,87.6,1982.2,"MULTIPOLYGON (((75.959956 11.677554, 75.948947 11.67759, 75.943474 11.687006, 75.949011 11.696385, 75.96002 11.696348, 75.965493 11.686932, 75.959956 11.677554)))"
WAY_HEX_0175,750.0,9.023765786722873,150,370.0,0.23,0.27,195.2,2335.9,"MULTIPOLYGON (((76.00953 11.686781, 75.99852 11.686819, 75.993049 11.696235, 75.998588 11.705613, 76.009598 11.705575, 76.015068 11.696158, 76.00953 11.686781)))"
WAY_HEX_0176,750.0,8.952950697859784,0,396.4,0.24,0.36,791.6,1292.2,"MULTIPOLYGON (((75.976502 11.686895, 75.965493 11.686932, 75.96002 11.696348, 75.965558 11.705726, 75.976568 11.705689, 75.98204 11.696273, 75.976502 11.686895)))"
WAY_HEX_0177,750.0,7.00659021265308,0,412.7,0.12,0.33,57.4,167.6,"MULTIPOLYGON (((75.96002 11.696348, 75.949011 11.696385, 75.943538 11.7058, 75.949075 11.715179, 75.960085 11.715142, 75.965558 11.705726, 75.96002 11.696348)))"
WAY_HEX_0178,750.0,7.478027579627472,0,402.4,0.13,0.33,50.3,1383.6,"MULTIPOLYGON (((75.993049 11.696235, 75.98204 11.696273, 75.976568 11.705689, 75.982106 11.715067, 75.993116 11.715029, 75.998588 11.705613, 75.993049 11.696235)))"
WAY_HEX_0179,750.0,6.906581014109762,0,397.9,0.21,0.37,282.9,1989.5,"MULTIPOLYGON (((75.976568 11.705689, 75.965558 11.705726, 75.960085 11.715142, 75.965623 11.72452, 75.976634 11.724483, 75.982106 11.715067, 75.976568 11.705689)))"
WAY_HEX_0180,750.0,9.169356409000097,0,386.9,0.45,0.19,764.4,3013.2,"MULTIPOLYGON (((76.009598 11.705575, 75.998588 11.705613, 75.993116 11.715029, 75.998655 11.724407, 76.009666 11.724368, 76.015137 11.714952, 76.009598 11.705575)))"
WAY_HEX_0181,750.0,8.068800382839877,0,411.2,0.37,0.2,114.7,594.2,"MULTIPOLYGON (((75.960085 11.715142, 75.949075 11.715179, 75.943601 11.724594, 75.949139 11.733973, 75.96015 11.733936, 75.965623 11.72452, 75.960085 11.715142)))"
WAY_HEX_0182,750.0,6.4808483912917945,0,373.8,0.24,0.37,269.9,1056.5,"MULTIPOLYGON (((75.993116 11.715029, 75.982106 11.715067, 75.976634 11.724483, 75.982172 11.733861, 75.993183 11.733823, 75.998655 11.724407, 75.993116 11.715029)))"
WAY_HEX_0183,750.0,11.040539099519412,1680,368.6,0.37,0.3,27.7,4207.1,"MULTIPOLYGON (((76.042627 11.705456, 76.031617 11.705496, 76.026147 11.714913, 76.031687 11.72429, 76.042698 11.72425, 76.048167 11.714833, 76.042627 11.705456)))"
WAY_HEX_0184,750.0,6.342848762764362,971,363.3,0.31,0.28,448.1,2502.3,"MULTIPOLYGON (((76.075656 11.705334, 76.064647 11.705375, 76.059178 11.714793, 76.064719 11.724169, 76.075729 11.724128, 76.081198 11.71471, 76.075656 11.705334)))"
WAY_HEX_0185,750.0,6.666670308593337,460,353.3,0.43,0.3,251.1,2367.3,"MULTIPOLYGON (((76.059178 11.714793, 76.048167 11.714833, 76.042698 11.72425, 76.048238 11.733627, 76.059249 11.733586, 76.064719 11.724169, 76.059178 11.714793)))"
WAY_HEX_0186,750.0,9.95357687346301,0,374.4,0.24,0.31,279.7,2130.9,"MULTIPOLYGON (((76.042698 11.72425, 76.031687 11.72429, 76.026217 11.733706, 76.031757 11.743083, 76.042768 11.743043, 76.048238 11.733627, 76.042698 11.72425)))"
WAY_HEX_0187,750.0,7.685065313336416,853,340.5,0.27,0.23,272.8,504.0,"MULTIPOLYGON (((76.075729 11.724128, 76.064719 11.724169, 76.059249 11.733586, 76.064791 11.742962, 76.075802 11.742921, 76.081271 11.733504, 76.075729 11.724128)))"
WAY_HEX_0188,750.0,6.241095509365581,694,375.5,0.43,0.37,59.8,1935.8,"MULTIPOLYGON (((76.026217 11.733706, 76.015206 11.733746, 76.009734 11.743162, 76.015274 11.752539, 76.026286 11.7525, 76.031757 11.743083, 76.026217 11.733706)))"
WAY_HEX_0189,750.0,9.336561275617262,280,354.3,0.28,0.36,59.4,1827.1,"MULTIPOLYGON (((76.059249 11.733586, 76.048238 11.733627, 76.042768 11.743043, 76.048309 11.75242, 76.059321 11.752379, 76.064791 11.742962, 76.059249 11.733586)))"
WAY_HEX_0190,750.0,9.573184490913821,280,342.3,0.38,0.3,281.6,1416.9,"MULTIPOLYGON (((76.075802 11.742921, 76.064791 11.742962, 76.059321 11.752379, 76.064863 11.761756, 76.075875 11.761714, 76.081344 11.752297, 76.075802 11.742921)))"
WAY_HEX_0191,750.0,10.797329360209073,596,357.7,0.16,0.28,15.6,148.5,"MULTIPOLYGON (((76.042768 11.743043, 76.031757 11.743083, 76.026286 11.7525, 76.031827 11.761877, 76.042839 11.761837, 76.048309 11.75242, 76.042768 11.743043)))"
WAY_HEX_0192,750.0,6.284158878244899,2100,362.7,0.33,0.32,233.2,1534.5,"MULTIPOLYGON (((76.026286 11.7525, 76.015274 11.752539, 76.009803 11.761956, 76.015343 11.771333, 76.026356 11.771294, 76.031827 11.761877, 76.026286 11.7525)))"
WAY_HEX_0193,750.0,6.143327465593515,1552,367.6,0.42,0.38,21.4,3421.0,"MULTIPOLYGON (((76.026147 11.714913, 76.015137 11.714952, 76.009666 11.724368, 76.015206 11.733746, 76.026217 11.733706, 76.031687 11.72429, 76.026147 11.714913)))"
WAY_HEX_0194,750.0,11.324713021346927,150,382.1,0.37,0.35,195.4,1907.4,"MULTIPOLYGON (((76.009666 11.724368, 75.998655 11.724407, 75.993183 11.733823, 75.998723 11.743201, 76.009734 11.743162, 76.015206 11.733746, 76.009666 11.724368)))"
WAY_HEX_0195,750.0,5.690992943171658,3192,380.5,0.25,0.27,361.9,1339.1,"MULTIPOLYGON (((75.976634 11.724483, 75.965623 11.72452, 75.96015 11.733936, 75.965688 11.743314, 75.9767 11.743277, 75.982172 11.733861, 75.976634 11.724483)))"
WAY_HEX_0196,750.0,10.05123077935277,2152,375.7,0.23,0.33,36.4,1220.8,"MULTIPOLYGON (((75.993183 11.733823, 75.982172 11.733861, 75.9767 11.743277, 75.982239 11.752655, 75.993251 11.752617, 75.998723 11.743201, 75.993183 11.733823)))"
WAY_HEX_0197,750.0,8.98654551923359,607,399.6,0.27,0.22,42.1,1112.8,"MULTIPOLYGON (((75.9767 11.743277, 75.965688 11.743314, 75.960215 11.75273, 75.965754 11.762108, 75.976766 11.762071, 75.982239 11.752655, 75.9767 11.743277)))"
WAY_HEX_0198,750.0,5.608934234579532,3884,374.9,0.23,0.29,66.8,162.1,"MULTIPOLYGON (((76.009734 11.743162, 75.998723 11.743201, 75.993251 11.752617, 75.998791 11.761995, 76.009803 11.761956, 76.015274 11.752539, 76.009734 11.743162)))"
WAY_HEX_0199,750.0,10.29333952598035,0,376.3,0.2,0.29,79.1,967.8,"MULTIPOLYGON (((75.993251 11.752617, 75.982239 11.752655, 75.976766 11.762071, 75.982306 11.771449, 75.993318 11.771411, 75.998791 11.761995, 75.993251 11.752617)))"
WAY_HEX_0200,750.0,7.078789760225153,1710,382.0,0.24,0.26,1.2,740.2,"MULTIPOLYGON (((75.976766 11.762071, 75.965754 11.762108, 75.96028 11.771524, 75.965819 11.780902, 75.976833 11.780865, 75.982306 11.771449, 75.976766 11.762071)))"
WAY_HEX_0201,750.0,10.337093181844537,1430,389.7,0.24,0.35,133.7,1266.7,"MULTIPOLYGON (((76.009803 11.761956, 75.998791 11.761995, 75.993318 11.771411, 75.998858 11.780788, 76.009871 11.78075, 76.015343 11.771333, 76.009803 11.761956)))"
WAY_HEX_0202,750.0,8.76253419042305,2544,396.8,0.43,0.21,344.7,1330.1,"MULTIPOLYGON (((75.993318 11.771411, 75.982306 11.771449, 75.976833 11.780865, 75.982372 11.790243, 75.993386 11.790205, 75.998858 11.780788, 75.993318 11.771411)))"
WAY_HEX_0203,750.0,9.546796613557673,1408,426.2,0.18,0.33,104.9,1813.5,"MULTIPOLYGON (((75.943601 11.724594, 75.93259 11.72463, 75.927116 11.734045, 75.932654 11.743424, 75.943665 11.743388, 75.949139 11.733973, 75.943601 11.724594)))"
WAY_HEX_0204,750.0,8.739667186890209,648,437.2,0.31,0.18,153.8,1882.1,"MULTIPOLYGON (((75.927116 11.734045, 75.916105 11.734081, 75.91063 11.743495, 75.916167 11.752875, 75.927179 11.752839, 75.932654 11.743424, 75.927116 11.734045)))"
WAY_HEX_0205,750.0,9.093668095993388,0,421.7,0.19,0.38,85.2,899.1,"MULTIPOLYGON (((75.96015 11.733936, 75.949139 11.733973, 75.943665 11.743388, 75.949203 11.752767, 75.960215 11.75273, 75.965688 11.743314, 75.96015 11.733936)))"
WAY_HEX_0206,750.0,9.539789327722438,1784,447.5,0.33,0.27,29.6,1537.8,"MULTIPOLYGON (((75.91063 11.743495, 75.899618 11.74353, 75.894143 11.752945, 75.89968 11.762324, 75.910692 11.76229, 75.916167 11.752875, 75.91063 11.743495)))"
WAY_HEX_0207,750.0,9.516881435032168,2375,431.3,0.16,0.34,231.6,2697.4,"MULTIPOLYGON (((75.943665 11.743388, 75.932654 11.743424, 75.927179 11.752839, 75.932717 11.762218, 75.943729 11.762182, 75.949203 11.752767, 75.943665 11.743388)))"
WAY_HEX_0208,750.0,10.443272831873083,3624,381.7,0.29,0.35,459.2,3154.3,"MULTIPOLYGON (((75.927179 11.752839, 75.916167 11.752875, 75.910692 11.76229, 75.916229 11.771669, 75.927242 11.771633, 75.932717 11.762218, 75.927179 11.752839)))"
WAY_HEX_0209,750.0,7.953394428133418,1546,413.9,0.43,0.33,31.5,1440.8,"MULTIPOLYGON (((75.960215 11.75273, 75.949203 11.752767, 75.943729 11.762182, 75.949268 11.771561, 75.96028 11.771524, 75.965754 11.762108, 75.960215 11.75273)))"
WAY_HEX_0210,750.0,10.776014686875168,3224,434.9,0.18,0.24,810.4,3616.2,"MULTIPOLYGON (((75.910692 11.76229, 75.89968 11.762324, 75.894204 11.771739, 75.899741 11.781119, 75.910754 11.781084, 75.916229 11.771669, 75.910692 11.76229)))"
WAY_HEX_0211,750.0,10.261833070139689,693,426.1,0.21,0.32,960.6,2783.0,"MULTIPOLYGON (((75.943729 11.762182, 75.932717 11.762218, 75.927242 11.771633, 75.93278 11.781012, 75.943793 11.780976, 75.949268 11.771561, 75.943729 11.762182)))"
WAY_HEX_0212,750.0,9.264559207532688,1430,435.4,0.32,0.3,166.9,4314.6,"MULTIPOLYGON (((75.927242 11.771633, 75.916229 11.771669, 75.910754 11.781084, 75.916292 11.790463, 75.927305 11.790428, 75.93278 11.781012, 75.927242 11.771633)))"
WAY_HEX_0213,750.0,9.979871311451673,1096,357.0,0.2,0.34,280.2,1933.0,"MULTIPOLYGON (((76.059321 11.752379, 76.048309 11.75242, 76.042839 11.761837, 76.048381 11.771214, 76.059393 11.771173, 76.064863 11.761756, 76.059321 11.752379)))"
WAY_HEX_0214,750.0,10.076653016206787,1030,359.7,0.43,0.31,1020.4,1801.8,"MULTIPOLYGON (((76.075875 11.761714, 76.064863 11.761756, 76.059393 11.771173, 76.064935 11.780549, 76.075948 11.780508, 76.081417 11.77109, 76.075875 11.761714)))"
WAY_HEX_0215,750.0,6.372111586748625,280,349.8,0.45,0.29,469.2,2035.5,"MULTIPOLYGON (((76.042839 11.761837, 76.031827 11.761877, 76.026356 11.771294, 76.031897 11.780671, 76.04291 11.78063, 76.048381 11.771214, 76.042839 11.761837)))"
WAY_HEX_0216,750.0,6.373198562925936,1482,384.6,0.17,0.23,34.8,2734.9,"MULTIPOLYGON (((76.026356 11.771294, 76.015343 11.771333, 76.009871 11.78075, 76.015412 11.790127, 76.026426 11.790087, 76.031897 11.780671, 76.026356 11.771294)))"
WAY_HEX_0217,750.0,5.812776839772378,638,352.1,0.37,0.35,37.3,282.0,"MULTIPOLYGON (((76.059393 11.771173, 76.048381 11.771214, 76.04291 11.78063, 76.048452 11.790007, 76.059465 11.789966, 76.064935 11.780549, 76.059393 11.771173)))"
WAY_HEX_0218,750.0,5.8647317620849595,1252,369.2,0.44,0.27,167.4,2334.9,"MULTIPOLYGON (((76.04291 11.78063, 76.031897 11.780671, 76.026426 11.790087, 76.031967 11.799464, 76.042981 11.799424, 76.048452 11.790007, 76.04291 11.78063)))"
WAY_HEX_0219,750.0,10.170776406656131,150,355.3,0.17,0.35,130.6,1814.8,"MULTIPOLYGON (((76.075948 11.780508, 76.064935 11.780549, 76.059465 11.789966, 76.065008 11.799342, 76.076021 11.799301, 76.081491 11.789883, 76.075948 11.780508)))"
WAY_HEX_0220,750.0,7.863417364875782,721,381.5,0.41,0.29,33.3,1533.0,"MULTIPOLYGON (((76.026426 11.790087, 76.015412 11.790127, 76.00994 11.799543, 76.015481 11.80892, 76.026495 11.808881, 76.031967 11.799464, 76.026426 11.790087)))"
WAY_HEX_0221,750.0,7.051552431746694,0,358.6,0.3,0.29,154.1,2101.8,"MULTIPOLYGON (((76.059465 11.789966, 76.048452 11.790007, 76.042981 11.799424, 76.048523 11.8088, 76.059537 11.80876, 76.065008 11.799342, 76.059465 11.789966)))"
WAY_HEX_0222,750.0,7.391629602846637,0,383.5,0.43,0.32,165.8,2002.0,"MULTIPOLYGON (((76.042981 11.799424, 76.031967 11.799464, 76.026495 11.808881, 76.032038 11.818258, 76.043052 11.818217, 76.048523 11.8088, 76.042981 11.799424)))"
WAY_HEX_0223,750.0,5.772550219954539,1940,401.3,0.21,0.23,311.6,865.1,"MULTIPOLYGON (((75.96028 11.771524, 75.949268 11.771561, 75.943793 11.780976, 75.949332 11.790355, 75.960346 11.790318, 75.965819 11.780902, 75.96028 11.771524)))"
WAY_HEX_0224,750.0,11.110047154446697,0,439.3,0.24,0.33,28.4,5694.6,"MULTIPOLYGON (((75.910754 11.781084, 75.899741 11.781119, 75.894264 11.790533, 75.899802 11.799913, 75.910816 11.799878, 75.916292 11.790463, 75.910754 11.781084)))"
WAY_HEX_0225,750.0,7.7727233710649095,1069,422.1,0.41,0.36,88.1,2529.8,"MULTIPOLYGON (((75.943793 11.780976, 75.93278 11.781012, 75.927305 11.790428, 75.932844 11.799807, 75.943858 11.79977, 75.949332 11.790355, 75.943793 11.780976)))"
WAY_HEX_0226,750.0,8.544793230980735,715,427.1,0.39,0.28,132.2,4547.8,"MULTIPOLYGON (((75.927305 11.790428, 75.916292 11.790463, 75.910816 11.799878, 75.916354 11.809257, 75.927368 11.809222, 75.932844 11.799807, 75.927305 11.790428)))"
WAY_HEX_0227,750.0,9.22499411508852,150,418.7,0.15,0.32,116.0,1680.0,"MULTIPOLYGON (((75.960346 11.790318, 75.949332 11.790355, 75.943858 11.79977, 75.949397 11.809149, 75.960411 11.809112, 75.965885 11.799696, 75.960346 11.790318)))"
WAY_HEX_0228,750.0,11.423296185802421,150,445.0,0.22,0.2,1557.8,4156.7,"MULTIPOLYGON (((75.910816 11.799878, 75.899802 11.799913, 75.894325 11.809328, 75.899863 11.818707, 75.910878 11.818672, 75.916354 11.809257, 75.910816 11.799878)))"
WAY_HEX_0229,750.0,5.869338337335321,497,414.7,0.23,0.3,734.1,3575.8,"MULTIPOLYGON (((75.943858 11.79977, 75.932844 11.799807, 75.927368 11.809222, 75.932907 11.818601, 75.943922 11.818564, 75.949397 11.809149, 75.943858 11.79977)))"
WAY_HEX_0230,750.0,6.5324582756175404,1091,448.7,0.13,0.29,512.3,4742.4,"MULTIPOLYGON (((75.927368 11.809222, 75.916354 11.809257, 75.910878 11.818672, 75.916417 11.828052, 75.927432 11.828016, 75.932907 11.818601, 75.927368 11.809222)))"
WAY_HEX_0231,750.0,7.185382488538085,769,408.9,0.39,0.31,90.3,3413.8,"MULTIPOLYGON (((75.960411 11.809112, 75.949397 11.809149, 75.943922 11.818564, 75.949462 11.827943, 75.960477 11.827906, 75.965951 11.81849, 75.960411 11.809112)))"
WAY_HEX_0232,750.0,9.450686343205236,0,424.5,0.15,0.22,777.2,5273.8,"MULTIPOLYGON (((75.943922 11.818564, 75.932907 11.818601, 75.927432 11.828016, 75.932971 11.837395, 75.943986 11.837358, 75.949462 11.827943, 75.943922 11.818564)))"
WAY_HEX_0233,750.0,11.489199575824685,0,398.4,0.24,0.32,602.8,1204.1,"MULTIPOLYGON (((75.976833 11.780865, 75.965819 11.780902, 75.960346 11.790318, 75.965885 11.799696, 75.976899 11.799659, 75.982372 11.790243, 75.976833 11.780865)))"
WAY_HEX_0234,750.0,9.358868296064468,2836,408.5,0.33,0.27,171.5,1039.0,"MULTIPOLYGON (((76.009871 11.78075, 75.998858 11.780788, 75.993386 11.790205, 75.998926 11.799582, 76.00994 11.799543, 76.015412 11.790127, 76.009871 11.78075)))"
WAY_HEX_0235,750.0,6.880825879173528,866,390.7,0.35,0.3,143.4,1365.2,"MULTIPOLYGON (((75.993386 11.790205, 75.982372 11.790243, 75.976899 11.799659, 75.982439 11.809037, 75.993453 11.808998, 75.998926 11.799582, 75.993386 11.790205)))"
WAY_HEX_0236,750.0,7.970300324276441,2022,400.6,0.17,0.38,8.3,1996.1,"MULTIPOLYGON (((75.976899 11.799659, 75.965885 11.799696, 75.960411 11.809112, 75.965951 11.81849, 75.976966 11.818452, 75.982439 11.809037, 75.976899 11.799659)))"
WAY_HEX_0237,750.0,8.461047250017014,1934,373.8,0.26,0.29,25.8,790.7,"MULTIPOLYGON (((76.00994 11.799543, 75.998926 11.799582, 75.993453 11.808998, 75.998994 11.818376, 76.010009 11.818337, 76.015481 11.80892, 76.00994 11.799543)))"
WAY_HEX_0238,750.0,10.939090886854373,1356,393.0,0.32,0.27,70.4,225.2,"MULTIPOLYGON (((75.993453 11.808998, 75.982439 11.809037, 75.976966 11.818452, 75.982506 11.82783, 75.993521 11.827792, 75.998994 11.818376, 75.993453 11.808998)))"
WAY_HEX_0239,750.0,6.134253596004264,1046,403.6,0.22,0.23,326.7,1841.2,"MULTIPOLYGON (((75.976966 11.818452, 75.965951 11.81849, 75.960477 11.827906, 75.966017 11.837284, 75.977032 11.837246, 75.982506 11.82783, 75.976966 11.818452)))"
WAY_HEX_0240,750.0,7.83485287527359,280,384.9,0.29,0.3,170.3,1682.3,"MULTIPOLYGON (((76.010009 11.818337, 75.998994 11.818376, 75.993521 11.827792, 75.999063 11.837169, 76.010078 11.83713, 76.015551 11.827714, 76.010009 11.818337)))"
WAY_HEX_0241,750.0,6.177921457652495,882,398.1,0.42,0.29,559.2,637.8,"MULTIPOLYGON (((75.993521 11.827792, 75.982506 11.82783, 75.977032 11.837246, 75.982573 11.846624, 75.993589 11.846586, 75.999063 11.837169, 75.993521 11.827792)))"
WAY_HEX_0242,750.0,10.242622219136148,635,398.3,0.4,0.35,124.1,2309.7,"MULTIPOLYGON (((75.977032 11.837246, 75.966017 11.837284, 75.960542 11.8467, 75.966083 11.856078, 75.977099 11.85604, 75.982573 11.846624, 75.977032 11.837246)))"
WAY_HEX_0243,750.0,5.745342636850765,0,334.2,0.2,0.19,551.5,2102.2,"MULTIPOLYGON (((76.076021 11.799301, 76.065008 11.799342, 76.059537 11.80876, 76.06508 11.818136, 76.076094 11.818094, 76.081565 11.808677, 76.076021 11.799301)))"
WAY_HEX_0244,750.0,7.790074534730489,969,381.7,0.38,0.26,770.9,1320.6,"MULTIPOLYGON (((76.059537 11.80876, 76.048523 11.8088, 76.043052 11.818217, 76.048595 11.827594, 76.059609 11.827553, 76.06508 11.818136, 76.059537 11.80876)))"
WAY_HEX_0245,750.0,8.34849152351102,1546,376.1,0.27,0.33,345.2,986.6,"MULTIPOLYGON (((76.026495 11.808881, 76.015481 11.80892, 76.010009 11.818337, 76.015551 11.827714, 76.026565 11.827674, 76.032038 11.818258, 76.026495 11.808881)))"
WAY_HEX_0246,750.0,6.324764379394745,873,368.9,0.42,0.35,150.6,1116.1,"MULTIPOLYGON (((76.043052 11.818217, 76.032038 11.818258, 76.026565 11.827674, 76.032108 11.837051, 76.043123 11.837011, 76.048595 11.827594, 76.043052 11.818217)))"
WAY_HEX_0247,750.0,9.955587378153698,1047,342.8,0.17,0.33,351.0,826.6,"MULTIPOLYGON (((76.076094 11.818094, 76.06508 11.818136, 76.059609 11.827553, 76.065153 11.836929, 76.076168 11.836887, 76.081638 11.82747, 76.076094 11.818094)))"
WAY_HEX_0248,750.0,5.93565353977394,0,378.6,0.32,0.21,334.2,1590.6,"MULTIPOLYGON (((76.026565 11.827674, 76.015551 11.827714, 76.010078 11.83713, 76.01562 11.846508, 76.026636 11.846468, 76.032108 11.837051, 76.026565 11.827674)))"
WAY_HEX_0249,750.0,8.446560309487225,0,361.9,0.29,0.33,365.5,1516.5,"MULTIPOLYGON (((76.059609 11.827553, 76.048595 11.827594, 76.043123 11.837011, 76.048666 11.846387, 76.059682 11.846346, 76.065153 11.836929, 76.059609 11.827553)))"
WAY_HEX_0250,750.0,8.672876655103018,679,344.8,0.39,0.19,75.5,2664.5,"MULTIPOLYGON (((76.043123 11.837011, 76.032108 11.837051, 76.026636 11.846468, 76.032179 11.855845, 76.043194 11.855804, 76.048666 11.846387, 76.043123 11.837011)))"
WAY_HEX_0251,750.0,5.918479108952761,3159,351.3,0.26,0.26,233.7,503.6,"MULTIPOLYGON (((76.076168 11.836887, 76.065153 11.836929, 76.059682 11.846346, 76.065226 11.855722, 76.076241 11.855681, 76.081712 11.846263, 76.076168 11.836887)))"
WAY_HEX_0252,750.0,7.197177123665264,0,380.5,0.44,0.25,888.8,3528.9,"MULTIPOLYGON (((76.026636 11.846468, 76.01562 11.846508, 76.010147 11.855924, 76.01569 11.865301, 76.026706 11.865261, 76.032179 11.855845, 76.026636 11.846468)))"
WAY_HEX_0253,750.0,10.392937899053175,573,430.6,0.38,0.19,1247.4,2664.6,"MULTIPOLYGON (((75.910878 11.818672, 75.899863 11.818707, 75.894386 11.828122, 75.899925 11.837502, 75.91094 11.837466, 75.916417 11.828052, 75.910878 11.818672)))"
WAY_HEX_0254,750.0,8.943026957583523,971,450.0,0.44,0.29,214.3,4073.1,"MULTIPOLYGON (((75.927495 11.84681, 75.932971 11.837395, 75.927432 11.828016, 75.916417 11.828052, 75.91094 11.837466, 75.915809 11.845711, 75.915871 11.8457, 75.917738 11.846309, 75.919354 11.846836, 75.925418 11.846817, 75.925484 11.845795, 75.925634 11.844965, 75.925655 11.844314, 75.925945 11.843096, 75.926846 11.842907, 75.927275 11.843274, 75.927533 11.844776, 75.9274 11.845319, 75.927168 11.846267, 75.927005 11.846811, 75.927495 11.84681)))"
WAY_HEX_0255,750.0,10.62987668529265,542,411.1,0.28,0.19,207.8,3919.5,"MULTIPOLYGON (((75.960477 11.827906, 75.949462 11.827943, 75.943986 11.837358, 75.949526 11.846737, 75.960542 11.8467, 75.966017 11.837284, 75.960477 11.827906)))"
WAY_HEX_0256,750.0,7.365268543517792,0,410.4,0.42,0.35,962.0,5867.6,"MULTIPOLYGON (((75.943986 11.837358, 75.932971 11.837395, 75.927495 11.84681, 75.933035 11.856189, 75.944051 11.856152, 75.949526 11.846737, 75.943986 11.837358)))"
WAY_HEX_0257,750.0,8.960453299792357,0,421.8,0.25,0.2,184.8,2383.0,"MULTIPOLYGON (((75.91094 11.837466, 75.899925 11.837502, 75.896633 11.843159, 75.9004 11.843285, 75.904219 11.843852, 75.906258 11.84444, 75.907781 11.845028, 75.909669 11.845637, 75.911579 11.845952, 75.913167 11.846162, 75.915809 11.845711, 75.91094 11.837466)))"
WAY_HEX_0258,750.0,8.785728514886184,0,423.3,0.37,0.21,1613.0,5044.9,"MULTIPOLYGON (((75.927558 11.865604, 75.933035 11.856189, 75.927495 11.84681, 75.927005 11.846811, 75.926911 11.847128, 75.92646 11.847832, 75.926245 11.848672, 75.926117 11.850331, 75.926471 11.852, 75.92719 11.853113, 75.927565 11.854121, 75.928799 11.856788, 75.929314 11.857859, 75.930108 11.858069, 75.930419 11.858626, 75.930387 11.859329, 75.929872 11.860516, 75.928863 11.862007, 75.928516 11.862335, 75.927876 11.862941, 75.927136 11.863214, 75.926374 11.863729, 75.925602 11.864621, 75.924588 11.865614, 75.927558 11.865604)), ((75.919354 11.846836, 75.91954 11.846897, 75.920699 11.847086, 75.9219 11.847065, 75.923788 11.847296, 75.925409 11.84696, 75.925418 11.846817, 75.919354 11.846836)))"
WAY_HEX_0259,750.0,10.904569135646824,2136,394.9,0.19,0.31,353.7,4345.8,"MULTIPOLYGON (((75.960542 11.8467, 75.949526 11.846737, 75.944051 11.856152, 75.949591 11.865531, 75.960608 11.865494, 75.966083 11.856078, 75.960542 11.8467)))"
